SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer
SR19-02948316,11/14/19 04:07 PM,7838 S DOBSON AVE<br>  60619,Completed,No Entry
SR19-02948478,11/14/19 04:34 PM,837 N WOLCOTT AVE<br>  60622,Completed,
SR19-02948636,11/14/19 04:55 PM,855 N HAMLIN AVE<br>  60651,Completed,No Entry
SR19-02948898,11/14/19 05:40 PM,7907 S EBERHART AVE<br>  60619,Completed,No Entry
SR19-02948956,11/14/19 05:53 PM,7200 S COLES AVE<br>  60649,Completed,Processed for Hearing - Standard
SR19-02949202,11/14/19 06:42 PM,3601 W PALMER ST<br>  60647,Completed,No Entry
SR19-02949203,11/14/19 06:42 PM,7838 S PAULINA ST<br>  60620,Completed,No Entry
SR19-02949424,11/14/19 07:39 PM,4221 S UNION AVE<br>  60609,Completed,No Entry
SR19-02949781,11/14/19 08:49 PM,935 E 80TH ST<br>  60619,Completed,Processed for Court
SR19-02950115,11/14/19 10:13 PM,3620 S RHODES AVE<br>  60653,Completed,No Cause - Phone Call
SR19-02950239,11/14/19 10:55 PM,9811 S MICHIGAN AVE<br>  60628,Completed,No Entry
SR19-02950263,11/14/19 11:09 PM,4058 W 115TH ST<br>  60655,Completed,
SR19-02950339,11/14/19 11:50 PM,5815 N SHERIDAN RD<br>  60660,Completed,Adequate Temperature
SR19-02950680,11/15/19 04:41 AM,7306 N PAULINA ST<br>  60626,Completed,PROCESSED VIOLATION NOTICE
SR19-02950828,11/15/19 06:49 AM,3010 W SCHUBERT AVE<br>  60647,Completed,No Entry
SR19-02950877,11/15/19 07:13 AM,5110 S DR MARTIN LUTHER KING JR DR<br>  60615,Completed,
SR19-02951241,11/15/19 08:17 AM,936 E 47TH ST<br>  60653,Completed,Adequate Temperature
SR19-02951697,11/15/19 09:02 AM,2823 N AUSTIN AVE<br>  60634,Completed,NO SUCH ADDRESS
SR19-02951890,11/15/19 09:17 AM,7956 S NORMAL AVE<br>  60620,Completed,
SR19-02952001,11/15/19 09:29 AM,3357 W CHICAGO AVE<br>  60651,Completed,PROCESSED VIOLATION NOTICE
SR19-02952469,11/15/19 10:11 AM,6253 S MICHIGAN AVE<br>  60637,Completed,Adequate Temperature
SR19-02952611,11/15/19 10:28 AM,2842 W BERWYN AVE<br>  60625,Completed,Adequate Temperature
SR19-02952903,11/15/19 10:54 AM,837 N WOLCOTT AVE<br>  60622,Completed,
SR19-02952995,11/15/19 11:01 AM,7444 N DAMEN AVE<br>  60645,Completed,No Cause - Phone Call
SR19-02953177,11/15/19 11:22 AM,433 E 113TH ST<br>  60628,Completed,No Entry
SR19-02953311,11/15/19 11:31 AM,7500 S SOUTH SHORE DR<br>  60649,Completed,
SR19-02953358,11/15/19 11:36 AM,4208 S MICHIGAN AVE<br>  60653,Completed,PROCESSED VIOLATION NOTICE
SR19-02953731,11/15/19 12:13 PM,7755 S KINGSTON AVE<br>  60649,Completed,Processed for Court
SR19-02953776,11/15/19 12:18 PM,4007 W JACKSON BLVD<br>  60624,Completed,Processed for Court
SR19-02953935,11/15/19 12:31 PM,5337 S MOZART ST<br>  60632,Completed,No Cause - Phone Call
SR19-02954208,11/15/19 01:07 PM,6802 S INDIANA AVE<br>  60637,Completed,PROCESSED VIOLATION NOTICE
SR19-02954632,11/15/19 01:51 PM,1235 S MILLARD AVE<br>  60623,Completed,
SR19-02954769,11/15/19 02:13 PM,7500 S SOUTH SHORE DR<br>  60649,Completed,
SR19-02955245,11/15/19 02:54 PM,6038 S RACINE AVE<br>  60636,Completed,
SR19-02955667,11/15/19 03:43 PM,2358 E 70TH PL<br>  60649,Completed,No Entry
SR19-02955690,11/15/19 03:46 PM,7827 S LOWE AVE<br>  60620,Completed,No Entry
SR19-02955861,11/15/19 04:14 PM,1510 W 63RD ST<br>  60636,Completed,Active Case
SR19-02955937,11/15/19 04:29 PM,6913 S LOOMIS BLVD<br>  60636,Completed,Processed for Court
SR19-02956426,11/15/19 06:04 PM,837 N WOLCOTT AVE<br>  60622,Completed,No Entry
SR19-02957806,11/16/19 02:08 AM,501 N CENTRAL AVE<br>  60644,Completed,Processed for Court
SR19-02957829,11/16/19 02:27 AM,5636 W DIVISION ST<br>  60651,Completed,No Entry
SR19-02957915,11/16/19 05:21 AM,7848 S COLES AVE<br>  60649,Completed,No Cause
SR19-02958114,11/16/19 07:18 AM,1355 E 75TH ST<br>  60619,Completed,No Entry
SR19-02958289,11/16/19 08:07 AM,501 N CENTRAL AVE<br>  60644,Completed,
SR19-02958299,11/16/19 08:09 AM,501 N CENTRAL AVE<br>  60644,Completed,
SR19-02959306,11/16/19 11:31 AM,4901 S DREXEL BLVD<br>  60615,Completed,PROCESSED VIOLATION NOTICE
SR19-02959405,11/16/19 11:54 AM,7215 S CAMPBELL AVE<br>  60629,Completed,No Entry
SR19-02960315,11/16/19 02:54 PM,7456 S SOUTH SHORE DR<br>  60649,Completed,Processed for Court
SR19-02960847,11/16/19 04:25 PM,1101 N AVERS AVE<br>  60651,Completed,No Entry
SR19-02961095,11/16/19 05:16 PM,6941 S HERMITAGE AVE<br>  60636,Completed,PROCESSED VIOLATION NOTICE
SR19-02962513,11/16/19 10:02 PM,1420 N KILDARE AVE<br>  60651,Completed,No Entry
SR19-02962932,11/17/19 04:21 AM,7856 S EBERHART AVE<br>  60619,Completed,No Cause
SR19-02963141,11/17/19 07:51 AM,2844 W 64TH ST<br>  60629,Completed,No Entry
SR19-02963309,11/17/19 08:46 AM,6920 S CRANDON AVE<br>  60649,Completed,No Cause
SR19-02964085,11/17/19 11:56 AM,855 N HAMLIN AVE<br>  60651,Completed,
SR19-02964336,11/17/19 01:01 PM,2611 S KEDVALE AVE<br>  60623,Completed,Processed for Court
SR19-02964357,11/17/19 01:05 PM,3357 W CHICAGO AVE<br>  60651,Completed,
SR19-02964642,11/17/19 02:29 PM,6424 S ELLIS AVE<br>  60637,Completed,No Entry
SR19-02964698,11/17/19 02:48 PM,8101 S CLYDE AVE<br>  60617,Completed,No Entry
SR19-02965028,11/17/19 04:04 PM,7500 S SOUTH SHORE DR<br>  60649,Completed,Processed for Hearing - Standard
SR19-02965254,11/17/19 04:53 PM,7500 S SOUTH SHORE DR<br>  60649,Completed,
SR19-02966359,11/17/19 08:51 PM,3357 W CHICAGO AVE<br>  60651,Completed,
SR19-02967015,11/18/19 12:22 AM,2311 W 19TH ST<br>  60608,Completed,No Entry
SR19-02967146,11/18/19 03:12 AM,4404 S DREXEL BLVD<br>  60653,Completed,Adequate Temperature
SR19-02967794,11/18/19 07:53 AM,7500 S SOUTH SHORE DR<br>  60649,Completed,
SR19-02967906,11/18/19 08:03 AM,7500 S SOUTH SHORE DR<br>  60649,Completed,
SR19-02968398,11/18/19 08:50 AM,5424 W FERDINAND ST<br>  60644,Completed,No Entry
SR19-02968471,11/18/19 08:56 AM,2919 W 65TH ST<br>  60629,Completed,No Entry
SR19-02969274,11/18/19 10:10 AM,8240 S HOUSTON AVE<br>  60617,Completed,Processed for Hearing - Standard
SR19-02969424,11/18/19 10:21 AM,12141 S INDIANA AVE<br>  60628,Completed,No Entry
SR19-02969438,11/18/19 10:23 AM,6230 S DORCHESTER AVE<br>  60637,Completed,Adequate Temperature
SR19-02969440,11/18/19 10:23 AM,3351 W WALNUT ST<br>  60624,Completed,PROCESSED VIOLATION NOTICE
SR19-02969542,11/18/19 10:32 AM,11727 S CHURCH ST<br>  60643,Completed,No Entry
SR19-02969835,11/18/19 10:56 AM,1628 W SHERWIN AVE<br>  60626,Completed,No Entry
SR19-02970831,11/18/19 12:14 PM,2237 W GIDDINGS ST<br>  60625,Completed,No Entry
SR19-02971284,11/18/19 12:52 PM,810 E HYDE PARK BLVD<br>  60615,Completed,
SR19-02971385,11/18/19 12:59 PM,7424 S BENNETT AVE<br>  60649,Completed,No Entry
SR19-02972027,11/18/19 01:59 PM,4449 W JACKSON BLVD<br>  60624,Completed,No Entry
SR19-02972134,11/18/19 02:11 PM,810 E HYDE PARK BLVD<br>  60615,Completed,
SR19-02972450,11/18/19 02:36 PM,6720 S JEFFERY BLVD<br>  60649,Completed,
SR19-02972665,11/18/19 02:57 PM,6720 S JEFFERY BLVD<br>  60649,Completed,
SR19-02972697,11/18/19 03:01 PM,6211 S KIMBARK AVE<br>  60637,Completed,No Entry
SR19-02972934,11/18/19 03:20 PM,2401 W BALMORAL AVE<br>  60625,Completed,No Entry
SR19-02973040,11/18/19 03:27 PM,11218 S NORMAL AVE<br>  60628,Completed,Processed for Hearing - Standard
SR19-02973449,11/18/19 03:55 PM,8919 S ESCANABA AVE<br>  60617,Completed,Processed for Hearing - Standard
SR19-02974549,11/18/19 07:08 PM,4402 S INDIANA AVE<br>  60653,Completed,Active Case
SR19-02974841,11/18/19 08:05 PM,1830 N HUMBOLDT BLVD<br>  60647,Completed,No Entry
SR19-02975075,11/18/19 09:00 PM,810 E HYDE PARK BLVD<br>  60615,Completed,
SR19-02975091,11/18/19 09:05 PM,810 E HYDE PARK BLVD<br>  60615,Completed,
SR19-02975127,11/18/19 09:16 PM,12141 S INDIANA AVE<br>  60628,Completed,
SR19-02975547,11/19/19 12:58 AM,1830 N HUMBOLDT BLVD<br>  60647,Completed,
SR19-02976021,11/19/19 07:00 AM,810 E HYDE PARK BLVD<br>  60615,Completed,
SR19-02976434,11/19/19 08:27 AM,1230 W 72ND PL<br>  60636,Completed,No Entry
SR19-02976524,11/19/19 08:35 AM,3165 W MONROE ST<br>  60612,Completed,Processed for Hearing - Standard
SR19-02976564,11/19/19 08:40 AM,12141 S INDIANA AVE<br>  60628,Completed,
SR19-02976623,11/19/19 08:46 AM,11914 S PERRY AVE<br>  60628,Completed,Processed for Court
SR19-02976935,11/19/19 09:16 AM,5630 S HALSTED ST<br>  60621,Completed,Adequate Temperature
SR19-02977025,11/19/19 09:21 AM,923 W 35TH ST<br>  60609,Completed,PROCESSED VIOLATION NOTICE
SR19-02977154,11/19/19 09:32 AM,7755 S SOUTH SHORE DR<br>  60649,Completed,No Entry
SR19-02977278,11/19/19 09:44 AM,7545 S UNION AVE<br>  60620,Completed,No Entry
SR19-02977675,11/19/19 10:23 AM,6941 S HERMITAGE AVE<br>  60636,Completed,Processed for Hearing - Standard
SR19-02978333,11/19/19 11:08 AM,510 W BELMONT AVE<br>  60657,Completed,Adequate Temperature
SR19-02978624,11/19/19 11:28 AM,8919 S ESCANABA AVE<br>  60617,Completed,
SR19-02978842,11/19/19 11:47 AM,558 E 75TH ST<br>  60619,Completed,No Entry
SR19-02979431,11/19/19 12:43 PM,11914 S PERRY AVE<br>  60628,Completed,
SR19-02980823,11/19/19 02:51 PM,6451 S VERNON AVE<br>  60637,Completed,No Entry
SR19-02981038,11/19/19 03:11 PM,1830 N HUMBOLDT BLVD<br>  60647,Completed,
SR19-02981045,11/19/19 03:12 PM,5028 W QUINCY ST<br>  60644,Completed,Processed for Hearing - Standard
SR19-02981416,11/19/19 03:49 PM,4319 S MICHIGAN AVE<br>  60653,Completed,Processed for Hearing - Standard
SR19-02981462,11/19/19 03:53 PM,855 N HAMLIN AVE<br>  60651,Completed,PROCESSED VIOLATION NOTICE
SR19-02982706,11/19/19 08:03 PM,810 E HYDE PARK BLVD<br>  60615,Completed,Active Case
SR19-02985255,11/20/19 09:34 AM,8055 S INGLESIDE AVE<br>  60619,Completed,No Entry
SR19-02985610,11/20/19 10:04 AM,955 W FOSTER AVE<br>  60640,Completed,Adequate Temperature
SR19-02985770,11/20/19 10:12 AM,3357 W CHICAGO AVE<br>  60651,Completed,Active Case
SR19-02985828,11/20/19 10:18 AM,223 N CENTRAL AVE<br>  60644,Completed,No Entry
SR19-02985902,11/20/19 10:23 AM,955 W FOSTER AVE<br>  60640,Completed,Adequate Temperature
SR19-02985976,11/20/19 10:27 AM,7200 S COLES AVE<br>  60649,Completed,Active Case
SR19-02986090,11/20/19 10:36 AM,7106 S RIDGELAND AVE<br>  60649,Completed,No Entry
SR19-02987012,11/20/19 11:44 AM,955 W FOSTER AVE<br>  60640,Completed,
SR19-02988282,11/20/19 01:47 PM,8300 S PRAIRIE AVE<br>  60619,Completed,No Entry
SR19-02989749,11/20/19 04:01 PM,6720 S JEFFERY BLVD<br>  60649,Completed,No Entry
SR19-02989834,11/20/19 04:09 PM,6046 S FAIRFIELD AVE<br>  60629,Completed,No Entry
SR19-02991423,11/20/19 08:03 PM,1411 N LATROBE AVE<br>  60651,Completed,No Entry
SR19-02991800,11/20/19 09:11 PM,6941 S HERMITAGE AVE<br>  60636,Completed,
SR19-02993596,11/21/19 08:56 AM,7811 S CHAMPLAIN AVE<br>  60619,Completed,Processed for Hearing - Standard
SR19-02994132,11/21/19 09:50 AM,712 W DIVERSEY PKWY<br>  60614,Completed,Adequate Temperature
SR19-02994604,11/21/19 10:32 AM,3357 W CHICAGO AVE<br>  60651,Completed,
SR19-02994988,11/21/19 11:11 AM,7448 S PRINCETON AVE<br>  60621,Completed,No Entry
SR19-02996462,11/21/19 01:31 PM,7911 S RACINE AVE<br>  60620,Completed,No Entry
SR19-02996818,11/21/19 02:07 PM,3843 S WOLCOTT AVE<br>  60609,Completed,No Entry
SR19-02996823,11/21/19 02:08 PM,6631 S BISHOP ST<br>  60636,Completed,No Entry
SR19-02997104,11/21/19 02:41 PM,7801 S BURNHAM AVE<br>  60649,Completed,No Entry
SR19-02997420,11/21/19 03:18 PM,7919 S HERMITAGE AVE<br>  60620,Completed,No Cause - Phone Call
SR19-03000354,11/22/19 05:28 AM,4358 S INDIANA AVE<br>  60653,Completed,Processed for Court
SR19-03001285,11/22/19 09:25 AM,4834 N DAMEN AVE<br>  60625,Completed,No Cause
SR19-03001789,11/22/19 10:23 AM,4812 S WOOD ST<br>  60609,Completed,Processed for Hearing - Standard
SR19-03002867,11/22/19 12:19 PM,5028 W QUINCY ST<br>  60644,Completed,Adequate Temperature
SR19-03003670,11/22/19 02:16 PM,11138 S AVENUE M <br>  60617,Completed,Processed for Court
SR19-03003853,11/22/19 02:38 PM,8100 S PAULINA ST<br>  60620,Completed,Active Case
SR19-03004039,11/22/19 03:03 PM,3515 S COTTAGE GROVE AVE<br>  60653,Completed,PROCESSED VIOLATION NOTICE
SR19-03004709,11/22/19 04:21 PM,1347 N DEARBORN ST<br>  60610,Completed,No Entry
SR19-03004731,11/22/19 04:24 PM,712 W DIVERSEY PKWY<br>  60614,Completed,
SR19-03004742,11/22/19 04:26 PM,712 W DIVERSEY PKWY<br>  60614,Completed,
SR19-03004749,11/22/19 04:27 PM,712 W DIVERSEY PKWY<br>  60614,Completed,
SR19-03004755,11/22/19 04:27 PM,712 W DIVERSEY PKWY<br>  60614,Completed,
SR19-03004768,11/22/19 04:29 PM,712 W DIVERSEY PKWY<br>  60614,Completed,
SR19-03005032,11/22/19 05:21 PM,7400 S PHILLIPS AVE<br>  60649,Completed,No Cause - Phone Call
SR19-03005375,11/22/19 06:30 PM,8919 S ESCANABA AVE<br>  60617,Completed,Active Case
SR19-03006005,11/22/19 09:16 PM,228 E 55TH PL<br>  60637,Completed,No Entry
SR19-03008060,11/23/19 11:28 AM,3357 W CHICAGO AVE<br>  60651,Completed,Active Case
SR19-03008302,11/23/19 12:14 PM,6561 S HARVARD AVE<br>  60621,Completed,PROCESSED VIOLATION NOTICE
SR19-03008446,11/23/19 12:48 PM,228 E 55TH PL<br>  60637,Completed,
SR19-03009154,11/23/19 03:23 PM,2054 N WHIPPLE ST<br>  60647,Completed,No Entry
SR19-03009608,11/23/19 04:53 PM,1628 W 18TH ST<br>  60608,Completed,No Entry
SR19-03009805,11/23/19 05:41 PM,4247 W POTOMAC AVE<br>  60651,Completed,No Entry
SR19-03010892,11/23/19 11:14 PM,1934 W ESTES AVE<br>  60626,Completed,Processed for Hearing - Standard
SR19-03011442,11/24/19 08:06 AM,1619 W 77TH ST<br>  60620,Completed,No Entry
SR19-03011529,11/24/19 08:37 AM,2501 W MARQUETTE RD<br>  60629,Completed,PROCESSED VIOLATION NOTICE
SR19-03011766,11/24/19 09:46 AM,3824 W NORTH AVE<br>  60647,Completed,Processed for Hearing - Standard
SR19-03012592,11/24/19 01:03 PM,4218 S COTTAGE GROVE AVE<br>  60653,Completed,Adequate Temperature
SR19-03013038,11/24/19 02:47 PM,3824 W NORTH AVE<br>  60647,Completed,
SR19-03013142,11/24/19 03:12 PM,3357 W CHICAGO AVE<br>  60651,Completed,
SR19-03015143,11/24/19 11:49 PM,5556 W JACKSON BLVD<br>  60644,Completed,PROCESSED VIOLATION NOTICE
SR19-03015268,11/25/19 02:06 AM,743 N CENTRAL AVE<br>  60644,Completed,Adequate Temperature
SR19-03015314,11/25/19 03:46 AM,7760 S KINGSTON AVE<br>  60649,Completed,NO SUCH ADDRESS
SR19-03016014,11/25/19 08:30 AM,3506 W 26TH ST<br>  60623,Completed,No Entry
SR19-03016160,11/25/19 08:43 AM,118 E 59TH ST<br>  60637,Completed,No Entry
SR19-03016218,11/25/19 08:47 AM,7610 S ESSEX AVE<br>  60649,Completed,No Entry
SR19-03017605,11/25/19 10:48 AM,2012 W GREENLEAF AVE<br>  60645,Completed,Processed for Hearing - Standard
SR19-03018227,11/25/19 11:49 AM,7827 S LOWE AVE<br>  60620,Completed,Processed for Court
SR19-03018447,11/25/19 12:11 PM,1347 N DEARBORN ST<br>  60610,Completed,
SR19-03018653,11/25/19 12:33 PM,3357 W CHICAGO AVE<br>  60651,Completed,Active Case
SR19-03019023,11/25/19 01:14 PM,228 E 55TH PL<br>  60637,Completed,
SR19-03020526,11/25/19 03:56 PM,7752 S KINGSTON AVE<br>  60649,Completed,No Entry
SR19-03020732,11/25/19 04:17 PM,7822 S SOUTH SHORE DR<br>  60649,Completed,No Cause
SR19-03021125,11/25/19 05:23 PM,1980 N MILWAUKEE AVE<br>  60647,Completed,Adequate Temperature
SR19-03023683,11/26/19 08:41 AM,1519 S RIDGEWAY AVE<br>  60623,Completed,PROCESSED VIOLATION NOTICE
SR19-03025668,11/26/19 11:41 AM,228 E 55TH PL<br>  60637,Completed,No Entry
SR19-03025922,11/26/19 12:18 PM,4842 W EDDY ST<br>  60641,Completed,No Entry
SR19-03028708,11/26/19 05:29 PM,8101 S COLES AVE<br>  60617,Completed,No Entry
SR19-03029227,11/26/19 07:16 PM,2817 N MOZART ST<br>  60618,Completed,No Entry
SR19-03029268,11/26/19 07:24 PM,11914 S PERRY AVE<br>  60628,Completed,Active Case
SR19-03030187,11/27/19 12:22 AM,8137 S KINGSTON AVE<br>  60617,Completed,No Entry
SR19-03030306,11/27/19 01:54 AM,1115 S TROY ST<br>  60612,Completed,No Entry
SR19-03032186,11/27/19 09:54 AM,1164 N DEARBORN ST<br>  60610,Completed,No Entry
SR19-03032566,11/27/19 10:30 AM,5225 S CALUMET AVE<br>  60615,Completed,No Entry
SR19-03033010,11/27/19 11:22 AM,12349 S WALLACE ST<br>  60628,Completed,No Entry
SR19-03033696,11/27/19 12:46 PM,5300 S DR MARTIN LUTHER KING JR DR<br>  60615,Completed,No Entry
SR19-03033777,11/27/19 12:59 PM,3318 N LAKE SHORE DR<br>  60657,Completed,Adequate Temperature
SR19-03034390,11/27/19 02:04 PM,7145 S CYRIL AVE<br>  60649,Completed,Adequate Temperature
SR19-03034396,11/27/19 02:05 PM,7145 S CYRIL AVE<br>  60649,Completed,Adequate Temperature
SR19-03035641,11/27/19 04:50 PM,5201 S SAWYER AVE<br>  60632,Completed,Active Case
SR19-03036308,11/27/19 07:22 PM,5930 S WOLCOTT AVE<br>  60636,Completed,No Entry
SR19-03036806,11/27/19 09:10 PM,2725 W 87TH ST<br>  ,Completed,No Cause
SR19-03037311,11/28/19 12:53 AM,4945 N SHERIDAN RD<br>  60640,Completed,Adequate Temperature
SR19-03037641,11/28/19 07:20 AM,1752 E 71ST PL<br>  60649,Completed,Adequate Temperature
SR19-03038416,11/28/19 11:39 AM,6723 S PAXTON AVE<br>  60649,Completed,Adequate Temperature
SR19-03038712,11/28/19 12:54 PM,6240 S WESTERN AVE<br>  60636,Completed,No Entry
SR19-03039172,11/28/19 03:15 PM,1106 W 77TH ST<br>  60620,Completed,PROCESSED VIOLATION NOTICE
SR19-03040174,11/28/19 11:58 PM,6038 S RACINE AVE<br>  60636,Completed,Processed for Court
SR19-03040247,11/29/19 01:00 AM,4423 N SHERIDAN RD<br>  60640,Completed,PROCESSED VIOLATION NOTICE
SR19-03042066,11/29/19 11:07 AM,6360 S MINERVA AVE<br>  60637,Completed,Adequate Temperature
SR19-03042390,11/29/19 11:48 AM,3818 W MAYPOLE AVE<br>  60624,Completed,Processed for Court
SR19-03043367,11/29/19 02:02 PM,6957 S EGGLESTON AVE<br>  60621,Completed,PROCESSED VIOLATION NOTICE
SR19-03044417,11/29/19 04:44 PM,1530 N SEDGWICK ST<br>  60610,Completed,No Entry
SR19-03044568,11/29/19 05:23 PM,6035 N PAULINA ST<br>  60660,Completed,No Entry
SR19-03045484,11/29/19 09:04 PM,11727 S CHURCH ST<br>  60643,Completed,No Entry
SR19-03045929,11/29/19 11:43 PM,6041 N PAULINA ST<br>  60660,Completed,No Entry
SR19-03046089,11/30/19 02:43 AM,3052 E CHELTENHAM PL<br>  60649,Completed,PROCESSED VIOLATION NOTICE
SR19-03046098,11/30/19 02:56 AM,8836 S CARPENTER ST<br>  60620,Completed,PROCESSED VIOLATION NOTICE
SR19-03046789,11/30/19 09:26 AM,65 E 57TH ST<br>  60637,Completed,No Entry
SR19-03047037,11/30/19 10:20 AM,7100 N SHERIDAN RD<br>  60626,Completed,No Entry
SR19-03047331,11/30/19 11:21 AM,7215 S CHAMPLAIN AVE<br>  60619,Completed,No Entry
SR19-03047509,11/30/19 11:54 AM,1528 W MORSE AVE<br>  60626,Completed,No Entry
SR19-03049709,11/30/19 07:32 PM,8635 S HOUSTON AVE<br>  60617,Completed,No Entry
SR19-03050266,11/30/19 09:52 PM,3357 W CHICAGO AVE<br>  60651,Completed,Active Case
SR19-03050970,12/01/19 06:03 AM,7827 S SOUTH SHORE DR<br>  60649,Completed,Adequate Temperature
SR19-03051727,12/01/19 10:18 AM,6952 S ADA ST<br>  60636,Completed,No Entry
SR19-03052097,12/01/19 11:30 AM,5482 S GREENWOOD AVE<br>  60615,Completed,PROCESSED VIOLATION NOTICE
SR19-03052961,12/01/19 02:23 PM,1446 W 94TH ST<br>  60620,Completed,Adequate Temperature
SR19-03054141,12/01/19 06:45 PM,455 E 80TH ST<br>  60619,Completed,Processed for Hearing - Standard
SR19-03055625,12/02/19 01:41 AM,3357 W CHICAGO AVE<br>  60651,Completed,
SR19-03055721,12/02/19 04:21 AM,2117 E 68TH ST<br>  60649,Completed,PROCESSED VIOLATION NOTICE
SR19-03055752,12/02/19 04:53 AM,2117 E 68TH ST<br>  60649,Completed,
SR19-03055763,12/02/19 05:14 AM,9006 S ESCANABA AVE<br>  60617,Completed,No Entry
SR19-03058391,12/02/19 11:59 AM,3820 W MAYPOLE AVE<br>  60624,Completed,Active Case
SR19-03059133,12/02/19 01:17 PM,1948 S TRUMBULL AVE<br>  60623,Completed,No Entry
SR19-03059585,12/02/19 02:09 PM,318 W 118TH ST<br>  60628,Completed,Processed for Hearing - Standard
SR19-03060000,12/02/19 02:50 PM,3420 S COTTAGE GROVE AVE<br>  60616,Completed,No Entry
SR19-03060194,12/02/19 03:06 PM,4232 S LANGLEY AVE<br>  60653,Completed,No Entry
SR19-03060897,12/02/19 04:32 PM,2124 W THOMAS ST<br>  60622,Completed,No Entry
SR19-03063189,12/03/19 05:12 AM,5920 N RIDGE AVE<br>  60660,Completed,Processed for Court
SR19-03063729,12/03/19 08:16 AM,5110 S DR MARTIN LUTHER KING JR DR<br>  60615,Completed,NO SUCH ADDRESS
SR19-03063923,12/03/19 08:46 AM,851 E 63RD PL<br>  60637,Completed,Processed for Court
SR19-03066305,12/03/19 12:43 PM,1106 W 77TH ST<br>  60620,Completed,
SR19-03066494,12/03/19 01:03 PM,4555 N SHERIDAN RD<br>  60640,Completed,Adequate Temperature
SR19-03069303,12/03/19 06:50 PM,355 S HOMAN AVE<br>  60624,Completed,Processed for Court
SR19-03069436,12/03/19 07:09 PM,9050 S DAUPHIN AVE<br>  60619,Completed,No Entry
SR19-03069771,12/03/19 08:11 PM,5722 S HOMAN AVE<br>  60629,Completed,Processed for Hearing - Standard
SR19-03070612,12/04/19 01:51 AM,5225 S CALUMET AVE<br>  60615,Completed,No Entry
SR19-03072255,12/04/19 09:52 AM,2815 W BYRON ST<br>  60618,Completed,Adequate Temperature
SR19-03075217,12/04/19 02:38 PM,8014 S JUSTINE ST<br>  60620,Completed,Processed for Hearing - Standard
SR19-03076119,12/04/19 04:05 PM,2217 E 69TH ST<br>  60649,Completed,No Entry
SR19-03076670,12/04/19 05:43 PM,2836 W PERSHING RD<br>  60632,Completed,Processed for Court
SR19-03077859,12/04/19 10:36 PM,8635 S HOUSTON AVE<br>  60617,Completed,Processed for Hearing - Standard
SR19-03078050,12/05/19 12:06 AM,6936 S KIMBARK AVE<br>  60637,Completed,No Entry
SR19-03078086,12/05/19 12:43 AM,9008 S ESCANABA AVE<br>  60617,Completed,No Entry
SR19-03078868,12/05/19 08:30 AM,11720 S THROOP ST<br>  60643,Completed,No Entry
SR19-03079008,12/05/19 08:49 AM,4530 S HONORE ST<br>  60609,Completed,No Entry
SR19-03079069,12/05/19 08:56 AM,6443 S ABERDEEN ST<br>  60621,Completed,Processed for Court
SR19-03079200,12/05/19 09:12 AM,3341 W FULTON BLVD<br>  60624,Completed,No Entry
SR19-03081560,12/05/19 01:16 PM,7202 S BENNETT AVE<br>  60649,Completed,No Entry
SR19-03081822,12/05/19 01:41 PM,5146 W CORNELIA AVE<br>  60641,Completed,Adequate Temperature
SR19-03082611,12/05/19 03:10 PM,1132 W 104TH ST<br>  60643,Completed,No Entry
SR19-03082646,12/05/19 03:14 PM,11611 S RACINE AVE<br>  60643,Completed,No Entry
