,SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer,street_address,zipcode,apt_num,city,state
3338,SR20-05188950,10/02/20 07:52 AM,5737 N KENMORE AVE<br>  60660,Completed,No Cause - Phone Call,5737 N KENMORE AVE,60660,   ,Chicago,Illinois
3339,SR20-05188957,10/02/20 07:54 AM,1061 E 41ST PL<br>  60653,Completed,No Entry,1061 E 41ST PL,60653,   ,Chicago,Illinois
3340,SR20-05188981,10/02/20 08:00 AM,2402 S RIDGEWAY AVE<br>  60623,Completed,No Cause - Phone Call,2402 S RIDGEWAY AVE,60623,   ,Chicago,Illinois
3341,SR20-05189050,10/02/20 08:16 AM,1616 N MENARD AVE<br>  60639,Completed,No Entry,1616 N MENARD AVE,60639,   ,Chicago,Illinois
3342,SR20-05189147,10/02/20 08:31 AM,5511 N CAMPBELL AVE<br>3F<br>  60625,Completed,No Cause - Phone Call,5511 N CAMPBELL AVE,60625,3F   ,Chicago,Illinois
3343,SR20-05189470,10/02/20 09:13 AM,6117 S EBERHART AVE<br>  60637,Completed,No Entry,6117 S EBERHART AVE,60637,   ,Chicago,Illinois
3344,SR20-05189517,10/02/20 09:21 AM,1061 E 41ST PL<br>  60653,Completed,,1061 E 41ST PL,60653,   ,Chicago,Illinois
3345,SR20-05189621,10/02/20 09:32 AM,4118 S LAKE PARK AVE<br>  60653,Completed,No Entry,4118 S LAKE PARK AVE,60653,   ,Chicago,Illinois
3346,SR20-05189790,10/02/20 09:50 AM,4355 N PAULINA ST<br>  60613,Completed,No Cause - Phone Call,4355 N PAULINA ST,60613,   ,Chicago,Illinois
3347,SR20-05190114,10/02/20 10:22 AM,115 N TROY ST<br>  60612,Completed,NO SUCH ADDRESS,115 N TROY ST,60612,   ,Chicago,Illinois
3348,SR20-05190131,10/02/20 10:24 AM,10739 S PULASKI RD<br>  60655,Completed,No Entry,10739 S PULASKI RD,60655,   ,Chicago,Illinois
3349,SR20-05190170,10/02/20 10:28 AM,1643 W SHERWIN AVE<br>  60626,Completed,No Cause - Phone Call,1643 W SHERWIN AVE,60626,   ,Chicago,Illinois
3350,SR20-05190504,10/02/20 11:09 AM,1647 W FARWELL AVE<br>2C<br>  60626,Completed,No Cause - Phone Call,1647 W FARWELL AVE,60626,2C   ,Chicago,Illinois
3351,SR20-05190622,10/02/20 11:23 AM,5646 N GLENWOOD AVE<br>  60660,Completed,No Cause - Phone Call,5646 N GLENWOOD AVE,60660,   ,Chicago,Illinois
3352,SR20-05190773,10/02/20 11:39 AM,8356 S WABASH AVE<br>  60619,Completed,No Entry,8356 S WABASH AVE,60619,   ,Chicago,Illinois
3353,SR20-05190885,10/02/20 11:51 AM,1764 N CLARK ST<br>2<br>  60614,Completed,No Cause - Phone Call,1764 N CLARK ST,60614,2   ,Chicago,Illinois
3354,SR20-05191114,10/02/20 12:16 PM,600 W DIVERSEY PKWY<br>  60657,Completed,No Cause,600 W DIVERSEY PKWY,60657,   ,Chicago,Illinois
3355,SR20-05191691,10/02/20 01:06 PM,1550 N LAKE SHORE DR<br>  60610,Completed,No Cause - Phone Call,1550 N LAKE SHORE DR,60610,   ,Chicago,Illinois
3356,SR20-05192173,10/02/20 01:33 PM,6828 S ARTESIAN AVE<br>  60629,Completed,No Cause - Phone Call,6828 S ARTESIAN AVE,60629,   ,Chicago,Illinois
3357,SR20-05193761,10/02/20 02:44 PM,5835 W DIVISION ST<br>  60651,Completed,No Entry,5835 W DIVISION ST,60651,   ,Chicago,Illinois
3358,SR20-05193791,10/02/20 02:45 PM,2340 S LAWNDALE AVE<br>  60623,Completed,No Cause - Phone Call,2340 S LAWNDALE AVE,60623,   ,Chicago,Illinois
3359,SR20-05194581,10/02/20 03:21 PM,9859 S LOOMIS ST<br>  60643,Completed,No Cause - Phone Call,9859 S LOOMIS ST,60643,   ,Chicago,Illinois
3360,SR20-05194683,10/02/20 03:26 PM,10949 S DR MARTIN LUTHER KING JR DR<br>  60628,Completed,No Entry,10949 S DR MARTIN LUTHER KING JR DR,60628,   ,Chicago,Illinois
3361,SR20-05194825,10/02/20 03:33 PM,10342 S CALUMET AVE<br>  60628,Completed,No Cause - Phone Call,10342 S CALUMET AVE,60628,   ,Chicago,Illinois
3362,SR20-05195187,10/02/20 03:50 PM,7023 S CORNELL AVE<br>  60649,Completed,No Cause - Phone Call,7023 S CORNELL AVE,60649,   ,Chicago,Illinois
3363,SR20-05196669,10/02/20 05:22 PM,5254 S DORCHESTER AVE<br>  60615,Completed,No Cause - Phone Call,5254 S DORCHESTER AVE,60615,   ,Chicago,Illinois
3364,SR20-05197031,10/02/20 06:38 PM,10618 S OGLESBY AVE<br>  60617,Completed,No Entry,10618 S OGLESBY AVE,60617,   ,Chicago,Illinois
3365,SR20-05197095,10/02/20 06:57 PM,2904 N LINDER AVE<br>1<br>  60641,Completed,No Cause - Phone Call,2904 N LINDER AVE,60641,1   ,Chicago,Illinois
3366,SR20-05197124,10/02/20 07:08 PM,7750 S KINGSTON AVE<br>  60649,Completed,No Cause,7750 S KINGSTON AVE,60649,   ,Chicago,Illinois
3367,SR20-05197135,10/02/20 07:11 PM,4205 N KEDVALE AVE<br>3A<br>  60641,Completed,No Cause - Phone Call,4205 N KEDVALE AVE,60641,3A   ,Chicago,Illinois
3368,SR20-05197228,10/02/20 07:44 PM,5835 W DIVISION ST<br>  60651,Completed,,5835 W DIVISION ST,60651,   ,Chicago,Illinois
3369,SR20-05197651,10/02/20 10:22 PM,2312 E 70TH ST<br>  60649,Completed,No Entry,2312 E 70TH ST,60649,   ,Chicago,Illinois
3370,SR20-05197763,10/02/20 11:07 PM,8024 S COTTAGE GROVE AVE<br>  60619,Completed,,8024 S COTTAGE GROVE AVE,60619,   ,Chicago,Illinois
3371,SR20-05198035,10/03/20 02:28 AM,6328 N ARTESIAN AVE<br>  60659,Completed,Adequate Temperature,6328 N ARTESIAN AVE,60659,   ,Chicago,Illinois
3372,SR20-05198195,10/03/20 06:43 AM,7646 S INGLESIDE AVE<br>  60619,Completed,,7646 S INGLESIDE AVE,60619,   ,Chicago,Illinois
3373,SR20-05198514,10/03/20 08:39 AM,1340 E HYDE PARK BLVD<br>3<br>  60615,Completed,No Cause - Phone Call,1340 E HYDE PARK BLVD,60615,3   ,Chicago,Illinois
3374,SR20-05199243,10/03/20 11:14 AM,6110 N KENMORE AVE<br>  60660,Completed,No Cause - Phone Call,6110 N KENMORE AVE,60660,   ,Chicago,Illinois
3375,SR20-05199369,10/03/20 11:46 AM,5157 W WABANSIA AVE<br>  60639,Completed,,5157 W WABANSIA AVE,60639,   ,Chicago,Illinois
3376,SR20-05199439,10/03/20 12:03 PM,4820 W HUTCHINSON ST<br>  60641,Completed,No Cause - Phone Call,4820 W HUTCHINSON ST,60641,   ,Chicago,Illinois
3377,SR20-05199477,10/03/20 12:12 PM,2328 W WILSON AVE<br>2<br>  60625,Completed,No Cause - Phone Call,2328 W WILSON AVE,60625,2   ,Chicago,Illinois
3378,SR20-05199733,10/03/20 01:00 PM,5858 N SHERIDAN RD<br>901<br>  60660,Completed,No Cause - Phone Call,5858 N SHERIDAN RD,60660,901   ,Chicago,Illinois
3379,SR20-05199846,10/03/20 01:32 PM,6901 S OGLESBY AVE<br>  60649,Completed,No Entry,6901 S OGLESBY AVE,60649,   ,Chicago,Illinois
3380,SR20-05199862,10/03/20 01:36 PM,1254 W ARTHUR AVE<br>Apt 2<br>  60626,Completed,No Cause - Phone Call,1254 W ARTHUR AVE,60626,Apt 2   ,Chicago,Illinois
3381,SR20-05199874,10/03/20 01:37 PM,4829 S COTTAGE GROVE AVE<br>  60615,Completed,Adequate Temperature,4829 S COTTAGE GROVE AVE,60615,   ,Chicago,Illinois
3382,SR20-05200087,10/03/20 02:21 PM,907 W 54TH ST<br>  60609,Completed,No Entry,907 W 54TH ST,60609,   ,Chicago,Illinois
3383,SR20-05200235,10/03/20 02:54 PM,6833 N OAKLEY AVE<br>  60645,Completed,No Cause - Phone Call,6833 N OAKLEY AVE,60645,   ,Chicago,Illinois
3384,SR20-05200272,10/03/20 03:01 PM,2703 N CLARK ST<br>  60614,Completed,No Cause - Phone Call,2703 N CLARK ST,60614,   ,Chicago,Illinois
3385,SR20-05200342,10/03/20 03:16 PM,915 N LATROBE AVE<br>  60651,Completed,Adequate Temperature,915 N LATROBE AVE,60651,   ,Chicago,Illinois
3386,SR20-05200346,10/03/20 03:17 PM,823 W MONTROSE AVE<br>  60613,Completed,No Cause - Phone Call,823 W MONTROSE AVE,60613,   ,Chicago,Illinois
3387,SR20-05200486,10/03/20 03:48 PM,6535 S CALIFORNIA AVE<br>  60629,Completed,PROCESSED VIOLATION NOTICE,6535 S CALIFORNIA AVE,60629,   ,Chicago,Illinois
3388,SR20-05200766,10/03/20 04:46 PM,2700 S CALIFORNIA AVE<br>  60608,Completed,No Cause,2700 S CALIFORNIA AVE,60608,   ,Chicago,Illinois
3389,SR20-05201034,10/03/20 05:48 PM,5415 N SHERIDAN RD<br>  60640,Completed,No Cause,5415 N SHERIDAN RD,60640,   ,Chicago,Illinois
3390,SR20-05201306,10/03/20 07:06 PM,909 E 40TH ST<br>  60653,Completed,No Entry,909 E 40TH ST,60653,   ,Chicago,Illinois
3391,SR20-05201382,10/03/20 07:41 PM,6852 S CRANDON AVE<br>  60649,Completed,No Cause - Phone Call,6852 S CRANDON AVE,60649,   ,Chicago,Illinois
3392,SR20-05201421,10/03/20 07:53 PM,1222 W 50TH ST<br>  60609,Completed,PROCESSED VIOLATION NOTICE,1222 W 50TH ST,60609,   ,Chicago,Illinois
3393,SR20-05201590,10/03/20 08:47 PM,6800 S KEATING AVE<br>  60629,Completed,No Entry,6800 S KEATING AVE,60629,   ,Chicago,Illinois
3394,SR20-05201739,10/03/20 09:56 PM,6623 S WHIPPLE ST<br>  60629,Completed,No Entry,6623 S WHIPPLE ST,60629,   ,Chicago,Illinois
3395,SR20-05202192,10/04/20 03:23 AM,1145 W MORSE AVE<br>105<br>  60626,Completed,No Cause - Phone Call,1145 W MORSE AVE,60626,105   ,Chicago,Illinois
3396,SR20-05202255,10/04/20 05:06 AM,4045 N LAPORTE AVE<br>  60641,Completed,No Cause - Phone Call,4045 N LAPORTE AVE,60641,   ,Chicago,Illinois
3397,SR20-05202274,10/04/20 05:44 AM,2107 E 70TH ST<br>  60649,Completed,No Cause - Phone Call,2107 E 70TH ST,60649,   ,Chicago,Illinois
3398,SR20-05202380,10/04/20 07:29 AM,7542 N OAKLEY AVE<br>  60645,Completed,No Cause - Phone Call,7542 N OAKLEY AVE,60645,   ,Chicago,Illinois
3399,SR20-05202709,10/04/20 09:26 AM,8917 S COTTAGE GROVE AVE<br>  60619,Completed,No Entry,8917 S COTTAGE GROVE AVE,60619,   ,Chicago,Illinois
3400,SR20-05202873,10/04/20 10:03 AM,1454 W BERWYN AVE<br>  60640,Completed,No Cause - Phone Call,1454 W BERWYN AVE,60640,   ,Chicago,Illinois
3401,SR20-05203032,10/04/20 10:45 AM,6400 N SHERIDAN RD<br>  60626,Completed,No Cause - Phone Call,6400 N SHERIDAN RD,60626,   ,Chicago,Illinois
3402,SR20-05203062,10/04/20 10:53 AM,420 E OHIO ST<br>  60611,Completed,No Cause - Phone Call,420 E OHIO ST,60611,   ,Chicago,Illinois
3403,SR20-05203457,10/04/20 12:43 PM,5506 S HONORE ST<br>  60636,Completed,No Entry,5506 S HONORE ST,60636,   ,Chicago,Illinois
3404,SR20-05203520,10/04/20 12:58 PM,8229 S EAST END AVE<br>  60617,Completed,No Entry,8229 S EAST END AVE,60617,   ,Chicago,Illinois
3405,SR20-05204075,10/04/20 03:25 PM,120 E 44TH ST<br>3e<br>  60653,Completed,PROCESSED VIOLATION NOTICE,120 E 44TH ST,60653,3e   ,Chicago,Illinois
3406,SR20-05204206,10/04/20 03:49 PM,6852 S CRANDON AVE<br>  60649,Completed,,6852 S CRANDON AVE,60649,   ,Chicago,Illinois
3407,SR20-05204775,10/04/20 06:26 PM,1343 N CLEVELAND AVE<br>  60610,Completed,,1343 N CLEVELAND AVE,60610,   ,Chicago,Illinois
3408,SR20-05204868,10/04/20 07:00 PM,1454 W BERWYN AVE<br>  60640,Completed,,1454 W BERWYN AVE,60640,   ,Chicago,Illinois
3409,SR20-05205036,10/04/20 07:51 PM,6827 S PERRY AVE<br>  60621,Completed,No Entry,6827 S PERRY AVE,60621,   ,Chicago,Illinois
3410,SR20-05205312,10/04/20 09:08 PM,1369 E HYDE PARK BLVD<br>904<br>  60615,Completed,No Cause - Phone Call,1369 E HYDE PARK BLVD,60615,904   ,Chicago,Illinois
3411,SR20-05205346,10/04/20 09:20 PM,1367 E 53RD ST<br>Apt 209<br>  60615,Completed,No Cause - Phone Call,1367 E 53RD ST,60615,Apt 209   ,Chicago,Illinois
3412,SR20-05205506,10/04/20 10:21 PM,5801 S SACRAMENTO AVE<br>  60629,Completed,No Entry,5801 S SACRAMENTO AVE,60629,   ,Chicago,Illinois
3413,SR20-05205519,10/04/20 10:25 PM,3353 S STATE ST<br>JJRV South<br>  60616,Completed,No Entry,3353 S STATE ST,60616,JJRV South   ,Chicago,Illinois
3414,SR20-05205557,10/04/20 10:46 PM,"3140 S MICHIGAN AVE<br>1005, Gunsalus<br>  60616",Completed,No Cause - Phone Call,3140 S MICHIGAN AVE,60616,"1005, Gunsalus   ",Chicago,Illinois
3415,SR20-05205666,10/04/20 11:34 PM,3140 S MICHIGAN AVE<br>Gunsaulus 610<br>  60616,Completed,,3140 S MICHIGAN AVE,60616,Gunsaulus 610   ,Chicago,Illinois
3416,SR20-05205818,10/05/20 02:05 AM,5920 N RIDGE AVE<br>312<br>  60660,Completed,No Cause - Phone Call,5920 N RIDGE AVE,60660,312   ,Chicago,Illinois
3417,SR20-05205821,10/05/20 02:06 AM,3241 S WABASH AVE<br>Lewis 108<br>  60616,Completed,No Cause - Phone Call,3241 S WABASH AVE,60616,Lewis 108   ,Chicago,Illinois
3418,SR20-05205903,10/05/20 04:53 AM,8552 S LAFLIN ST<br>  60620,Completed,No Cause,8552 S LAFLIN ST,60620,   ,Chicago,Illinois
3419,SR20-05205915,10/05/20 05:28 AM,320 N LOTUS AVE<br>1W<br>  60644,Completed,No Entry,320 N LOTUS AVE,60644,1W   ,Chicago,Illinois
3420,SR20-05205953,10/05/20 06:05 AM,3140 S MICHIGAN AVE<br>Illinois Institute of Technology<br>  60616,Completed,,3140 S MICHIGAN AVE,60616,Illinois Institute of Technology   ,Chicago,Illinois
3421,SR20-05205969,10/05/20 06:12 AM,5009 N ROCKWELL ST<br>Apartment 1<br>  60625,Completed,No Cause - Phone Call,5009 N ROCKWELL ST,60625,Apartment 1   ,Chicago,Illinois
3422,SR20-05205975,10/05/20 06:18 AM,4404 S DREXEL BLVD<br>  60653,Completed,No Cause - Phone Call,4404 S DREXEL BLVD,60653,   ,Chicago,Illinois
3423,SR20-05205982,10/05/20 06:24 AM,7456 S SOUTH SHORE DR<br>  60649,Completed,No Cause,7456 S SOUTH SHORE DR,60649,   ,Chicago,Illinois
3424,SR20-05206224,10/05/20 07:39 AM,7704 S JEFFERY BLVD<br>  60649,Completed,No Entry,7704 S JEFFERY BLVD,60649,   ,Chicago,Illinois
3425,SR20-05206241,10/05/20 07:43 AM,800 W LAWRENCE AVE<br>  60640,Completed,No Cause - Phone Call,800 W LAWRENCE AVE,60640,   ,Chicago,Illinois
3426,SR20-05206348,10/05/20 08:04 AM,7539 S KINGSTON AVE<br>  60649,Completed,No Entry,7539 S KINGSTON AVE,60649,   ,Chicago,Illinois
3427,SR20-05206383,10/05/20 08:11 AM,434 W WELLINGTON AVE<br>Apt 412<br>  60657,Completed,No Cause - Phone Call,434 W WELLINGTON AVE,60657,Apt 412   ,Chicago,Illinois
3428,SR20-05206390,10/05/20 08:13 AM,6232 S PARKSIDE AVE<br>  60638,Completed,No Entry,6232 S PARKSIDE AVE,60638,   ,Chicago,Illinois
3429,SR20-05206548,10/05/20 08:32 AM,10313 S HALE AVE<br>  60643,Completed,Processed for Hearing - Standard,10313 S HALE AVE,60643,   ,Chicago,Illinois
3430,SR20-05206551,10/05/20 08:33 AM,28 E JACKSON BLVD<br>  60604,Completed,No Cause - Phone Call,28 E JACKSON BLVD,60604,   ,Chicago,Illinois
3431,SR20-05206575,10/05/20 08:36 AM,1402 W MARQUETTE RD<br>  60636,Completed,PROCESSED VIOLATION NOTICE,1402 W MARQUETTE RD,60636,   ,Chicago,Illinois
3432,SR20-05206608,10/05/20 08:41 AM,5157 W WABANSIA AVE<br>  60639,Completed,,5157 W WABANSIA AVE,60639,   ,Chicago,Illinois
3433,SR20-05206734,10/05/20 08:58 AM,3140 S WABASH AVE<br>  60616,Completed,No Cause - Phone Call,3140 S WABASH AVE,60616,   ,Chicago,Illinois
3434,SR20-05206924,10/05/20 09:18 AM,5428 S KIMBARK AVE<br>Apt 1F<br>  60615,Completed,No Entry,5428 S KIMBARK AVE,60615,Apt 1F   ,Chicago,Illinois
3435,SR20-05207103,10/05/20 09:35 AM,3140 S MICHIGAN AVE<br>  60616,Completed,,3140 S MICHIGAN AVE,60616,   ,Chicago,Illinois
3436,SR20-05207192,10/05/20 09:43 AM,7650 S BISHOP ST<br>  60620,Completed,No Entry,7650 S BISHOP ST,60620,   ,Chicago,Illinois
3437,SR20-05207197,10/05/20 09:43 AM,8316 S SANGAMON ST<br>  60620,Completed,No Cause - Phone Call,8316 S SANGAMON ST,60620,   ,Chicago,Illinois
3438,SR20-05207246,10/05/20 09:46 AM,2044 W BERTEAU AVE<br>  60618,Completed,No Cause - Phone Call,2044 W BERTEAU AVE,60618,   ,Chicago,Illinois
3439,SR20-05207508,10/05/20 10:15 AM,10016 S AVENUE M <br>  60617,Completed,No Cause - Phone Call,10016 S AVENUE M ,60617,   ,Chicago,Illinois
3440,SR20-05207620,10/05/20 10:27 AM,5428 S KIMBARK AVE<br>Apt 3R<br>  60615,Completed,,5428 S KIMBARK AVE,60615,Apt 3R   ,Chicago,Illinois
3441,SR20-05207797,10/05/20 10:47 AM,3140 S MICHIGAN AVE<br>1003<br>  60616,Completed,,3140 S MICHIGAN AVE,60616,1003   ,Chicago,Illinois
3442,SR20-05208019,10/05/20 11:08 AM,2328 S SAWYER AVE<br>  60623,Completed,No Cause - Phone Call,2328 S SAWYER AVE,60623,   ,Chicago,Illinois
3443,SR20-05208279,10/05/20 11:35 AM,3349 S WESTERN AVE<br>  60608,Completed,No Entry,3349 S WESTERN AVE,60608,   ,Chicago,Illinois
3444,SR20-05208747,10/05/20 12:10 PM,670 W WAYMAN ST<br>1306<br>  60661,Completed,No Cause - Phone Call,670 W WAYMAN ST,60661,1306   ,Chicago,Illinois
3445,SR20-05208833,10/05/20 12:16 PM,7220 S CARPENTER ST<br>  60621,Completed,No Cause - Phone Call,7220 S CARPENTER ST,60621,   ,Chicago,Illinois
3446,SR20-05209092,10/05/20 12:37 PM,3140 S MICHIGAN AVE<br>  60616,Completed,,3140 S MICHIGAN AVE,60616,   ,Chicago,Illinois
3447,SR20-05209601,10/05/20 01:13 PM,6328 N ARTESIAN AVE<br>  60659,Completed,,6328 N ARTESIAN AVE,60659,   ,Chicago,Illinois
3448,SR20-05210198,10/05/20 02:08 PM,5424 N OAK PARK AVE<br>  60656,Completed,No Cause,5424 N OAK PARK AVE,60656,   ,Chicago,Illinois
3449,SR20-05210566,10/05/20 02:42 PM,635 E 71ST ST<br>  60619,Completed,PROCESSED VIOLATION NOTICE,635 E 71ST ST,60619,   ,Chicago,Illinois
3450,SR20-05210579,10/05/20 02:42 PM,3333 S STATE ST<br>Rowe Village Middle N403<br>  60616,Completed,No Cause - Phone Call,3333 S STATE ST,60616,Rowe Village Middle N403   ,Chicago,Illinois
3451,SR20-05210654,10/05/20 02:48 PM,3015 W 55TH ST<br>  60632,Completed,No Entry,3015 W 55TH ST,60632,   ,Chicago,Illinois
3452,SR20-05210843,10/05/20 03:08 PM,200 N LECLAIRE AVE<br>  60644,Completed,No Cause - Phone Call,200 N LECLAIRE AVE,60644,   ,Chicago,Illinois
3453,SR20-05211286,10/05/20 03:59 PM,909 E 40TH ST<br>  60653,Completed,,909 E 40TH ST,60653,   ,Chicago,Illinois
3454,SR20-05211382,10/05/20 04:13 PM,2738 W 64TH ST<br>  60629,Completed,No Cause - Phone Call,2738 W 64TH ST,60629,   ,Chicago,Illinois
3455,SR20-05211487,10/05/20 04:25 PM,3333 S STATE ST<br>  60616,Completed,,3333 S STATE ST,60616,   ,Chicago,Illinois
3456,SR20-05211707,10/05/20 04:52 PM,60 E 32ND ST<br>711<br>  60616,Completed,No Cause - Phone Call,60 E 32ND ST,60616,711   ,Chicago,Illinois
3457,SR20-05211874,10/05/20 05:20 PM,2437 N SOUTHPORT AVE<br>  60614,Completed,No Cause - Phone Call,2437 N SOUTHPORT AVE,60614,   ,Chicago,Illinois
3458,SR20-05212207,10/05/20 06:36 PM,5330 S HARPER AVE<br>  60615,Completed,No Entry,5330 S HARPER AVE,60615,   ,Chicago,Illinois
3459,SR20-05212343,10/05/20 07:13 PM,5441 S PAULINA ST<br>2<br>  60609,Completed,No Entry,5441 S PAULINA ST,60609,2   ,Chicago,Illinois
3460,SR20-05212592,10/05/20 08:30 PM,3408 W FOSTER AVE<br>2b<br>  60625,Completed,No Cause - Phone Call,3408 W FOSTER AVE,60625,2b   ,Chicago,Illinois
3461,SR20-05212707,10/05/20 09:06 PM,4045 N LAPORTE AVE<br>  60641,Completed,,4045 N LAPORTE AVE,60641,   ,Chicago,Illinois
3462,SR20-05213158,10/06/20 02:03 AM,3303 S STATE ST<br>Rowe Village north<br>  60616,Completed,No Cause - Phone Call,3303 S STATE ST,60616,Rowe Village north   ,Chicago,Illinois
3463,SR20-05213192,10/06/20 03:19 AM,10322 S WALDEN PKWY<br>  60643,Completed,No Entry,10322 S WALDEN PKWY,60643,   ,Chicago,Illinois
3464,SR20-05213478,10/06/20 07:17 AM,7000 S PARNELL AVE<br>  60621,Completed,No Entry,7000 S PARNELL AVE,60621,   ,Chicago,Illinois
3465,SR20-05213525,10/06/20 07:22 AM,2648 E 78TH ST<br>  60649,Completed,No Entry,2648 E 78TH ST,60649,   ,Chicago,Illinois
3466,SR20-05213789,10/06/20 08:01 AM,5121 N BERNARD ST<br>  60625,Completed,No Cause - Phone Call,5121 N BERNARD ST,60625,   ,Chicago,Illinois
3467,SR20-05213844,10/06/20 08:12 AM,7606 W ADDISON ST<br>  60634,Completed,No Cause - Phone Call,7606 W ADDISON ST,60634,   ,Chicago,Illinois
3468,SR20-05214220,10/06/20 08:57 AM,6110 N KENMORE AVE<br>  60660,Completed,,6110 N KENMORE AVE,60660,   ,Chicago,Illinois
3469,SR20-05214539,10/06/20 09:31 AM,6110 N KENMORE AVE<br>210<br>  60660,Completed,,6110 N KENMORE AVE,60660,210   ,Chicago,Illinois
3470,SR20-05214599,10/06/20 09:37 AM,2747 W 59TH ST<br>  60629,Completed,PROCESSED VIOLATION NOTICE,2747 W 59TH ST,60629,   ,Chicago,Illinois
3471,SR20-05216284,10/06/20 12:29 PM,1456 W BERWYN AVE<br>  60640,Completed,No Cause - Phone Call,1456 W BERWYN AVE,60640,   ,Chicago,Illinois
3472,SR20-05216344,10/06/20 12:35 PM,4126 N KEDVALE AVE<br>  60641,Completed,No Cause - Phone Call,4126 N KEDVALE AVE,60641,   ,Chicago,Illinois
3473,SR20-05216540,10/06/20 12:54 PM,6232 S MARSHFIELD AVE<br>  60636,Completed,PROCESSED VIOLATION NOTICE,6232 S MARSHFIELD AVE,60636,   ,Chicago,Illinois
3474,SR20-05217461,10/06/20 02:20 PM,2437 N SOUTHPORT AVE<br>  60614,Completed,,2437 N SOUTHPORT AVE,60614,   ,Chicago,Illinois
3475,SR20-05217460,10/06/20 02:20 PM,2437 N SOUTHPORT AVE<br>  60614,Completed,,2437 N SOUTHPORT AVE,60614,   ,Chicago,Illinois
3476,SR20-05219487,10/06/20 08:34 PM,800 S WELLS ST<br>800<br>  60607,Completed,No Cause - Phone Call,800 S WELLS ST,60607,800   ,Chicago,Illinois
3477,SR20-05220957,10/07/20 08:38 AM,5480 S CORNELL AVE<br>  60615,Completed,No Entry,5480 S CORNELL AVE,60615,   ,Chicago,Illinois
3478,SR20-05221082,10/07/20 08:48 AM,6232 S PARKSIDE AVE<br>  60638,Completed,No Entry,6232 S PARKSIDE AVE,60638,   ,Chicago,Illinois
3479,SR20-05222806,10/07/20 11:34 AM,7610 S ESSEX AVE<br>  60649,Completed,No Entry,7610 S ESSEX AVE,60649,   ,Chicago,Illinois
3480,SR20-05224307,10/07/20 02:14 PM,7841 S HOYNE AVE<br>  60620,Completed,No Cause,7841 S HOYNE AVE,60620,   ,Chicago,Illinois
3481,SR20-05225991,10/07/20 06:13 PM,225 N COLUMBUS DR<br>  60601,Completed,No Cause - Phone Call,225 N COLUMBUS DR,60601,   ,Chicago,Illinois
3482,SR20-05227611,10/08/20 07:46 AM,803 E 87TH PL<br>  60619,Completed,No Entry,803 E 87TH PL,60619,   ,Chicago,Illinois
3483,SR20-05228460,10/08/20 09:27 AM,5249 W ALTGELD ST<br>  60639,Completed,No Cause - Phone Call,5249 W ALTGELD ST,60639,   ,Chicago,Illinois
3484,SR20-05228535,10/08/20 09:36 AM,4008 N AUSTIN AVE<br>  60634,Completed,No Cause - Phone Call,4008 N AUSTIN AVE,60634,   ,Chicago,Illinois
3485,SR20-05228744,10/08/20 09:56 AM,5118 S DORCHESTER AVE<br>314<br>  60615,Completed,No Cause,5118 S DORCHESTER AVE,60615,314   ,Chicago,Illinois
3486,SR20-05228974,10/08/20 10:16 AM,7214 S YATES BLVD<br>  60649,Completed,No Cause - Phone Call,7214 S YATES BLVD,60649,   ,Chicago,Illinois
3487,SR20-05230216,10/08/20 12:07 PM,1709 W GREENLEAF AVE<br>  60626,Completed,No Cause - Phone Call,1709 W GREENLEAF AVE,60626,   ,Chicago,Illinois
3488,SR20-05230877,10/08/20 01:13 PM,4126 N KEDVALE AVE<br>  60641,Completed,,4126 N KEDVALE AVE,60641,   ,Chicago,Illinois
3489,SR20-05237518,10/09/20 11:50 AM,1215 E 72ND ST<br>  60619,Completed,No Cause - Phone Call,1215 E 72ND ST,60619,   ,Chicago,Illinois
3490,SR20-05238240,10/09/20 01:08 PM,6212 S BISHOP ST<br>  60636,Completed,No Entry,6212 S BISHOP ST,60636,   ,Chicago,Illinois
3491,SR20-05238486,10/09/20 01:37 PM,7841 S HOYNE AVE<br>  60620,Completed,No Cause - Phone Call,7841 S HOYNE AVE,60620,   ,Chicago,Illinois
3492,SR20-05238836,10/09/20 02:20 PM,1906 S LAWNDALE AVE<br>  60623,Completed,No Cause - Phone Call,1906 S LAWNDALE AVE,60623,   ,Chicago,Illinois
3493,SR20-05239123,10/09/20 03:03 PM,7345 S KEDZIE AVE<br>  60629,Completed,Adequate Temperature,7345 S KEDZIE AVE,60629,   ,Chicago,Illinois
3494,SR20-05239814,10/09/20 04:27 PM,1351 W CATALPA AVE<br>  60640,Completed,No Entry,1351 W CATALPA AVE,60640,   ,Chicago,Illinois
3495,SR20-05239821,10/09/20 04:28 PM,5636 S DR MARTIN LUTHER KING JR DR<br>  60637,Completed,No Cause - Phone Call,5636 S DR MARTIN LUTHER KING JR DR,60637,   ,Chicago,Illinois
3496,SR20-05241621,10/10/20 01:27 AM,6400 N SHERIDAN RD<br>  60626,Completed,,6400 N SHERIDAN RD,60626,   ,Chicago,Illinois
3497,SR20-05242141,10/10/20 08:21 AM,408 W 77TH ST<br>  60620,Completed,No Entry,408 W 77TH ST,60620,   ,Chicago,Illinois
